ODS,Indicador,Descripción del Indicador,Abreviatura,UnidadMedida,Fuente,Invertir,Instrumental,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Meta2030,Mínimo,Máximo,IDIndicador,MetaODS
3,Tasa de mortalidad infantil en menores de 1 año (ajustada),"Mide la relación de las muertes en población menor de un año respecto a los nacimientos ocurridos en el mismo período, por cada 1.000 nacidos vivos.",mort_bebe,Tasa por cada 1.000 nacidos vivos,DANE - Estadísticas Vitales (EEVV),1,1,0.2741552488478911,0.3092656912423689,0.3424872842867555,0.374134139565905,0.4042072462003226,0.4339653045453334,0.4482881964567958,0.4625531224017111,0.476757185942119,0.490898810964296,0.5048695652173913,0.5248900489776314,0.5357769130904139,0.5436275839741965,0.5440360519341972,0.5486956521739129,0.5592695652173914,0.5694956521739132,0.5413913043478262,0.5209723759267035,0.4982602052871812,0.6565217391304348,7.0,30.0,3.2.3.C,3.2
3,Incidencia de tuberculosis,"Mide el número de casos de tuberculosis nuevos y de recaída (todas las formas de tuberculosis, incluidos los casos en personas que viven con el VIH) que surgen en un año determinado, por cada 100.000 habitantes. ",inci_tuber,Tasa por cada 100.000 habitantes,MinSalud - Sistema de Información para la Vigilancia en Salud Pública (SIVIGILA),1,1,0.7894551702522783,0.7701677049997748,0.7478291613044199,0.7222156387337826,0.6930897418449788,0.6601998386082641,0.6232792802175204,0.6487435428571429,0.4823373714285714,0.5091590857142857,0.4196731428571428,0.457608,0.4144687999999999,0.4160944,0.3837956571428572,0.4108571428571429,0.4090285714285714,0.3893714285714286,0.4021714285714285,0.3813714285714286,0.5370285714285714,0.7857142857142858,5.0,40.0,3.3.1.G,3.3
3,Tasa de mortalidad por malaria,"Mide el número de muertes causadas por paludismo (malaria) respecto al total de población en riesgo, por cada 100.000 habitantes.",mort_malar,Tasa por cada 100.000 habitantes,DANE - Estadísticas Vitales (EEVV),1,1,0.8338177958662354,0.8458437194735353,0.849941498167226,0.8439563591030876,0.8253205912424857,0.7909842115802039,0.7373347788639837,0.70267664,0.56884704,0.4823477866666666,0.2839525333333332,0.5645040533333333,0.59031472,0.6349292266666666,0.6932114133333334,0.6866666666666668,0.8290666666666667,0.8328413981811895,0.8567355738066649,0.8667254866069758,0.8655916605744283,0.8733333333333334,0.0,15.0,3.3.3.C,3.3
3,Letalidad por dengue,"Mide el porcentaje de muertes causadas por dengue y dengue grave, respecto al total de casos de dengue notificados en un determinado periodo.",mort_deng,Porcentaje,DANE - Estadísticas Vitales (EEVV),1,1,0.7201267063214392,0.7132657570617553,0.7055499914743955,0.6969393010705325,0.7133333333333333,0.6066666666666667,0.5538954071920801,0.7775100862788533,0.73488132094944,0.6723583545130667,0.5251107916354133,0.5264199300623468,0.4733333333333334,0.5800000000000001,0.6066666666666667,0.4733333333333334,0.4466666666666666,0.3666666666666667,0.3133333333333333,0.34679037028414506,0.3188527924724429,0.6333333333333334,0.0,0.003,3.3.4.C,3.3
3,Tasa de mortalidad por VIH/SIDA,"Mide el número de muertes por VIH/SIDA, por cada 100.000 habitantes.",mort_sida,Tasa por cada 100.000 habitantes,DANE - Estadísticas Vitales (EEVV),1,1,0.3095903958333333,0.237541141,0.247084369,0.2222402131666666,0.1441009118333333,0.2042684108942848,0.2003538777028663,0.1556286478999399,0.2020104235630485,0.2318138274466531,0.2093451143536417,0.2479276075530911,0.285304533916588,0.2571360613786607,0.2684463418601293,0.2533333333333333,0.2726106726666667,0.2500000000000001,0.1999999999999999,0.2033760906393347,0.18630940010256225,0.7000000000000001,1.2,6.0,3.3.8.C,3.3
3,Tasa de mortalidad por lesiones auto infligidas intencionalmente,"Mide el número de muertes por lesiones auto infligidas intencionalmente, por cada 100.000 habitantes.",mort_inten,Tasa por cada 100.000 habitantes,DANE - Estadísticas Vitales (EEVV),1,1,0.30237655802391217,0.30099019001898597,0.29788988005958217,0.2928397462310368,0.28557908739838034,0.28012,0.26074,0.2665200000000001,0.2723599999999999,0.27524,0.36226,0.40152,0.3812799999999999,0.41664,0.40512,0.406,0.282,0.2,0.156,0.09694535334388377,0.05017677196685355,0.476,2.0,6.0,3.4.1.G,3.4
3,Tasa de mortalidad prematura por enfermedades cardiovasculares,"Mide el número de muerte de personas entre 30 a 70 años por enfermedades cardiovasculares, por 100.000 habitantes en este grupo de edad.",mort_cardi,Tasa por cada 100.000 habitantes de 30 a 70 años,DANE - Estadísticas Vitales (EEVV),1,1,0.16700067263550622,0.19202890711562404,0.21873445436283134,0.24720927990855301,0.2775499409976483,0.32272,0.3143695277432486,0.4026970132568876,0.4060982535719133,0.4925041422975211,0.4894869952193343,0.5357731114581304,0.5557521170690854,0.5580563073694671,0.5675216137872795,0.5216,0.5036800000000001,0.53504,0.4868800000000001,0.5495999999999999,0.5317550135237745,0.6599999999999999,60.0,110.0,3.4.2.P,3.4
3,"Tasa de mortalidad prematura por cáncer de mama, cuello uterino, colon y recto, pulmón, próstata, estómago, linfoma no Hodgkin y Leucemia en adultos","Mide el número de muertes por cáncer de mama, cuello uterino, colon y recto, pulmón, próstata, estómago, linfoma no Hodgkin y Leucemia, en personas de 30 a 70 años, por cada 100.000 habitantes en este grupo de edad.",mort_cance,Tasa por cada 100.000 habitantes de 30 a 70 años,DANE - Estadísticas Vitales (EEVV),1,1,0.38085146965712013,0.3909168003954715,0.4012212298354303,0.41176920186808275,0.4225651798471297,0.4298788626535531,0.4503431564658173,0.4473072731528126,0.4745428830002595,0.4578096481698909,0.4491758422581828,0.4997927423305167,0.4967123441234506,0.484946894950804,0.436925536608624,0.4312,0.379938530416,0.3691331334373332,0.3578666666666666,0.3533333333333334,0.3394950709975362,0.4946666666666667,40.0,70.0,3.4.3.C,3.4
3,Tasa de mortalidad prematura por diabetes,"Mide el número de muertes por diabetes mellitus, en personas de 30 a 70 años, por cada 100.000 habitantes en este grupo de edad.",mort_diabe,Tasa por cada 100.000 habitantes de 30 a 70 años,DANE - Estadísticas Vitales (EEVV),1,1,0.19387508317844038,0.22168339177609298,0.2510555440294908,0.2820626051195312,0.3147785699081531,0.3365846269162225,0.3964922667771733,0.4265489673017142,0.4170056040343021,0.5228984012377514,0.5069614002660929,0.572716355165701,0.5374632869553526,0.5437900377442456,0.5612711344773625,0.5534736842105262,0.5745263157894737,0.56735619704,0.515578947368421,0.5259082253782346,0.5136847339579695,0.6684210526315789,6.0,25.0,3.4.4.P,3.4
3,Tasa de mortalidad prematura de las enfermedades crónicas de las vías respiratorias inferiores,"Mide el número de muertes por enfermedades crónicas de las vías respiratorias inferiores, en personas de 30 a 70 años, por cada 100.000 habitantes en este grupo de edad. ",mort_respi,Tasa por cada 100.000 habitantes de 30 a 70 años,DANE - Estadísticas Vitales (EEVV),1,1,0.2540595632675675,0.2736830630989431,0.29429749049903364,0.3159460176006874,0.3386735600031159,0.3750005182835191,0.3681053890826579,0.4306538884802415,0.4155558275028101,0.4997783459339646,0.5086965398941781,0.560233605213912,0.5688587944361955,0.5843647484698953,0.5944461224857714,0.585,0.5585,0.5900000000000001,0.606,0.52,0.5355335448032719,0.6950000000000001,4.0,20.0,3.4.5.P,3.4
3,Tasa de mortalidad por tumores malignos en menores de 18 años,"Mide el número de muertes por tumores malignos en menores de 18 años, por cada 100.000 menores de 18 años.",mort_tumor,Tasa por cada 100.000 menores de 18 años,DANE - Estadísticas Vitales (EEVV),1,1,0.2927780276203622,0.29429900110054064,0.295825930663427,0.2973588370676392,0.29889774113959167,0.3011825645318667,0.342089441459265,0.2720963999098783,0.3339999999999999,0.2127296405604999,0.3098078153087412,0.3169576721557677,0.290737577581431,0.2671798207541867,0.2672766769700182,0.408,0.31783566188158385,0.374,0.3209970469150223,0.3380000000000001,0.32411892289524946,0.52,2.0,6.0,3.4.6.C,3.4
3,Porcentaje de menores de 1 año con tercera dosis de pentavalente,"Mide el porcentaje de niños menores de 1 año con tres dosis de pentavalente, respecto a la población menor de 1 año.",vacu_preva,Porcentaje,MinSalud - Programa Ampliado de Inmunización (PAI),0,1,0.3266666666666666,0.3533333333333334,0.38,0.6866666666666666,0.6093333333333332,0.7159999999999999,0.7266666666666667,0.7106666666666669,0.6920000000000001,0.6920000000000001,0.5773333333333336,0.4706666666666669,0.6466666666666667,0.6359999999999999,0.6413333333333332,0.6706666666666667,0.6679999999999999,0.6733333333333333,0.7000000000000001,0.7240000000000001,0.7224298948420564,0.7666666666666667,70.0,100.0,3.8.1.P,3.8
3,Porcentaje niños y niñas de 1 año con vacunación de triple viral,"Mide el porcentaje de niños de 1 año con vacuna triple viral del total de la población de niños de un año, respecto a la población menor de 1 año.",vacu_trip,Porcentaje,MinSalud - Programa Ampliado de Inmunización (PAI),0,1,0.3533333333333334,0.5853333333333335,0.7213333333333333,0.708,0.6759999999999999,0.7373333333333335,0.7773333333333335,0.7559999999999999,0.6973333333333335,0.7720000000000001,0.5933333333333334,0.5693333333333331,0.7346666666666666,0.6973333333333335,0.6679999999999999,0.7400000000000001,0.7026666666666666,0.7133333333333334,0.7720000000000001,0.748,0.7565135268801413,0.7666666666666667,70.0,100.0,3.8.2.P,3.8
3,Porcentaje de población afiliada al sistema de seguridad social en salud,"Mide el porcentaje de la población afiliada al Sistema General de Seguridad Social en Salud, en cualquiera de sus regímenes, respecto al total de la población.",afili_socia,Porcentaje,ADRRES - Base de Datos Única de Afiliados (BDUA),0,1,0.1900141387775126,0.2453133213802741,0.2747840877349909,0.2926198068630573,0.4314837685148507,0.5748800000000002,0.61568,0.67824,0.6758399999999999,0.6776164218759615,0.7199498022218793,0.8428118662598467,0.8425917530106112,0.8355202338383988,0.8457279937909168,0.8312,0.8312,0.8184000000000001,0.8152,0.8200000000000001,0.8302400000000001,0.884,50.0,100.0,3.8.3.P,3.8
3,Incidencia de intoxicaciones por sustancias químicas,"Mide la frecuencia relativa de casos nuevos de intoxicación por sustancias químicas que se presentaron en la población durante un periodo epidemiológico, por cada 100.000 habitantes.",intox_quimi,Tasa por cada 100.000 habitantes,Instituto Nacional de Salud (INS)-Sistema de Información para la Vigilancia en Salud Pública (SIVIGILA) - DANE,1,1,0.9375299162260886,0.9480081174845232,0.953391312873235,0.9525647817622171,0.9442427056779985,0.9269451845704326,0.8989723760756974,0.8687189647058824,0.7882192941176471,0.7586278588235293,0.6763043764705883,0.5628678588235294,0.490777505882353,0.4766234352941176,0.3931989647058823,0.3814117647058824,0.3460235294117647,0.282964705882353,0.6095529411764706,0.6185882352941177,0.6950205760439705,0.6647058823529411,15.0,100.0,3.9.3.C,3.9
3,Índice de Riesgo Calidad del Agua para consumo humano (IRCA) Rural,"Mide el grado de riesgo de ocurrencia de enfermedades relacionadas con el no cumplimiento de las características físicas, químicas y microbiológicas del agua para consumo humano (rural).",irca_rural,Porcentaje,INS - Sistema de la Vigilancia de la Calidad del Agua Potable para Consumo humano (SIVICAP),1,1,0.41979145268576623,0.41131316481922475,0.4001707907439247,0.3860666285681962,0.3686763054762121,0.3476466151080171,0.32259318931038194,0.3435555555555557,0.2280000000000001,0.2173333333333333,0.2208888888888889,0.2084444444444445,0.1924444444444445,0.1512,0.2297777777777779,0.2742222222222223,0.34209853278800395,0.524888888888889,0.3435555555555557,0.4393761881169862,0.45809164853952034,0.5444444444444445,0.1,0.55,3.9.5.C,3.9
4,Porcentaje de estudiantes que se encuentran en nivel de desempeño satisfactorio y avanzado en las pruebas SABER 5 - Lenguaje,"Mide el porcentaje de estudiantes que se encuentran en nivel de desempeño satisfactorio y avanzado en las pruebas SABER 5 (lenguaje) grado quinto, respecto a los estudiantes evaluados en este nivel.",sabe5_leng,Porcentaje,ICFES - Pruebas Saber,0,1,0.12582964418808018,0.134308281559683,0.14303420386052323,0.15201329235376448,0.16125155554816928,0.17075513180419222,0.18053029199156612,0.19058344219932621,0.20092112649936666,0.21155002976450277,0.22247698054213316,0.23370895398453229,0.263458744506957,0.2634993871565773,0.2273882580005029,0.2229090909090909,0.3215272727272726,0.3618181818181818,0.3224531096138037,0.33493316232242876,0.3469184112054364,0.3839272727272728,25.0,80.0,4.1.1.P,4.1
4,Porcentaje de estudiantes que se encuentran en nivel de desempeño satisfactorio y avanzado en las pruebas SABER 5 -Matemáticas,"Mide el porcentaje de estudiantes que se encuentran en nivel de desempeño satisfactorio y avanzado en las pruebas SABER 5  (matemáticas) grado quinto, respecto a los estudiantes evaluados en este nivel.",sabe5_mate,Porcentaje,ICFES - Pruebas Saber,0,1,0.17320133002187532,0.1768198387587958,0.18047181653455624,0.18415751636059952,0.18787719298961036,0.1916311029267206,0.19541950444098433,0.19924265757689597,0.20310082416592223,0.20699426783811248,0.2109232540338084,0.21488805001552436,0.2013461906279885,0.2338312173263629,0.2145858786011734,0.2328,0.2632,0.228,0.24281297862030726,0.24665078301737253,0.2504414135626192,0.3896,20.0,70.0,4.1.2.P,4.1
4,Porcentaje de estudiantes que se encuentran en nivel de desempeño satisfactorio y avanzado en las pruebas SABER 9 - Lenguaje,"Mide el porcentaje de estudiantes que se encuentran en nivel de desempeño satisfactorio y avanzado en las pruebas SABER 9 (lenguaje) grado noveno, respecto a los estudiantes evaluados en este nivel.",sabe9_leng,Porcentaje,ICFES - Pruebas Saber,0,1,0.3114524348329297,0.3114526792346375,0.31145292227427746,0.31145316395166134,0.3114534042665973,0.3114536432189148,0.31145388080841485,0.311454117034927,0.3114543518982593,0.3114545853982307,0.3114548175346634,0.31145504830736925,0.3468898961553667,0.276715401029969,0.2609843506382072,0.2301818181818182,0.3210909090909091,0.4345454545454545,0.311456625445377,0.3114568451639457,0.3114570634584801,0.4636363636363636,25.0,80.0,4.1.3.P,4.1
4,Porcentaje de estudiantes que se encuentran en nivel de desempeño satisfactorio y avanzado en las pruebas SABER 9 - Matemáticas,"Mide el porcentaje de estudiantes que se encuentran en nivel de desempeño satisfactorio y avanzado en las pruebas SABER 9 (matemáticas) grado noveno, respecto a los estudiantes evaluados en este nivel.",sabe5_mate,Porcentaje,ICFES - Pruebas Saber,0,1,0.11719896476299851,0.12266845074797317,0.12823373255537263,0.13389616102262636,0.13965710424906064,0.14551794780420835,0.15148009493877623,0.1575449667979285,0.16371400263714975,0.1699886600405236,0.17637041514166896,0.18286076284710617,0.2062041196699399,0.1770066354361023,0.1908480496583476,0.1551272727272727,0.2512727272727272,0.26,0.23114114577040823,0.23790036641596402,0.24450692965367438,0.3135272727272727,15.0,70.0,4.1.4.P,4.1
4,Tasa de cobertura bruta en educación media,"Mide el porcentaje de estudiantes matriculados en educación media (independientemente de la edad que tengan), respecto al total de la población en edad teórica (de 15 a 16 años) para cursar este nivel.",cober_media,Porcentaje,MinEducación - Sistema Integrado de Matrícula (SIMAT),0,1,0.23504,0.1345599999999999,0.21888,0.2681599999999999,0.28688,0.3384,0.4019199999999999,0.4304,0.4407999999999999,0.50384,0.55776,0.58496,0.50864,0.5513600000000001,0.53696,0.5448000000000001,0.57168,0.5816000000000001,0.5800000000000001,0.67344,0.6629927698592688,0.82,0.5,1.0,4.1.5.C,4.1
4,Tasa de cobertura bruta en transición,"Mide la relación porcentual entre el total de los alumnos matriculados en el nivel de transición, independiente de la edad que estos tengan, respecto al total de la población con 5 años de edad.",cober_trans,Porcentaje,MinEducación - Sistema Integrado de Matrícula (SIMAT),0,1,0.1746666666666667,0.1618666666666666,0.2520000000000001,0.6053333333333333,0.5730666666666666,0.7778666666666668,0.7330666666666668,0.6421333333333333,0.7405333333333335,0.6538666666666666,0.6165333333333335,0.5928000000000002,0.8226666666666665,0.7402666666666669,0.5877333333333334,0.5247999999999999,0.4735999999999999,0.4826666666666668,0.5,0.7378666666666668,0.7475922479570585,0.9,0.7,1.0,4.2.2.C,4.2
4,"Porcentaje de niños y  niñas menores de 5 años que asisten a un hogar comunitario, jardín, centro de desarrollo infantil o colegio.","Mide el porcentaje de niños y niñas menores de 5 años que asisten a un hogar comunitario, jardín, centro de desarrollo infantil o colegio, respecto a total de niños y niñas menores de 5 años",jardi_infan,Porcentaje,DANE - Encuesta de Calidad de Vida,0,1,0.13567673815901138,0.14573457436046056,0.15626036554523903,0.16727275707363276,0.17879108110849273,0.19083538073777095,0.20342643491774304,0.21658578426448027,0.23033575772089865,0.24469950012937147,0.2666666666666666,0.2573333333333333,0.2866666666666666,0.3359999999999999,0.3199999999999999,0.3226666666666666,0.3119999999999999,0.3048,0.3053333333333333,0.298679248327927,0.2931379423814322,0.4999999999999999,0.2,0.8,4.2.3.C,4.2
4,Cobertura en educación superior,"Mide la cobertura bruta en educación superior como el porcentaje del total de estudiantes matriculados en programas de pregrado (técnicos, tecnológicos y universitarios), independientemente de la edad que estos tengan, respecto al total de la población entre 17 y 21 años (rango de edad teórico).",cober_super,Porcentaje,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES),0,1,0.134,0.141,0.1369999999999999,0.156,0.158,0.1839999999999999,0.1999999999999999,0.216,0.241,0.257,0.271,0.304,0.3169999999999999,0.352,0.378,0.394,0.4152,0.4281,0.43,0.4223,0.42259630098305934,0.6,0.2,1.0,4.3.1.C,4.3
4,"Brecha entre cobertura neta urbano-rural en educación preescolar, básica y media","Diferencia en puntos porcentuales entre la cobertura neta para zona urbana y la cobertura neta para zona rural en los niveles de preescolar, básica y media. A medida que la diferencia disminuye refleja condiciones equitativas de acceso al sistema escolar.",brech_educ,Puntos porcentuales,MinEducación - Sistema Integrado de Matrícula (SIMAT),1,1,0.015455550987852007,0.04569256121951781,0.07953257965360905,0.11730094890619114,0.1593491933854061,0.20605699664967858,0.257834322206282,0.3151236878685104,0.3785185185185185,0.4489900373029036,0.528809796177771,0.5886249616797056,0.6701810358334338,0.7343703703703705,0.7640000000000001,0.7456296296296296,0.7340740740740741,0.7222222222222222,0.7094509869434518,0.6957732955211569,0.6813465463253223,0.8268148148148148,3.0,30.0,4.5.1.C,4.5
4,Tasa de analfabetismo para la población de 15 años y más,"Mide el porcentaje de la población de 15 años y más que no sabe leer ni escribir, respecto al total de la población de 15 años y más.",anal_mas15,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),1,1,0.13931530079855747,0.1615013609000001,0.1425181073,0.1473869417,0.1978915663,0.2131552031000001,0.1902567659,0.2098929186,0.2345099426,0.2215416993,0.233420142,0.2580527812000001,0.2482956254,0.2733586133000001,0.3187152159,0.3245045277,0.36539,0.37567,0.4092514557200001,0.425,0.4639999999999999,0.6,0.0,0.08,4.6.1.C,4.6
4,Porcentaje de matrícula oficial con conexión a internet,"Mide el porcentaje de estudiantes de sedes educativas oficiales con conexión a internet, respecto al total de estudiantes en sedes educativas oficiales.",escu_inter,Porcentaje,"MinEducación - Sistema Integrado de Matrícula (SIMAT)

MinTIC
MinEducación - Reporte de Conectividad por Sede Educativa",0,1,0.5410100752088765,0.5316581385383445,0.5215601579041125,0.5106860501080388,0.49900472567841403,0.48648405808482087,0.4730908520593209,0.4587908109989218,0.4435485034236102,0.64,0.68,0.2000000000000001,0.18,0.2795999999999999,0.2400000000000001,0.382,0.4600000000000001,0.16,0.2999999999999999,0.26540141649126836,0.25185697197052725,0.9,0.6,1.0,4.a.1.C,4.a
5,Porcentaje de mujeres que han sido forzadas físicamente por otra persona diferente a su esposo o compañero a tener relaciones o actos sexuales,"Mide el porcentaje de mujeres de 13 a 49 años que alguna vez han experimentado violencia sexual física por otra persona diferente a la pareja o al compañero para tener relaciones o llevar a cabo actos sexuales, respecto al total de encuestadas.",sexo_parej,Porcentaje,Profamilia - Encuesta Nacional de Demografía y Salud (ENDS),1,1,0.26,0.26807635224270143,0.2786633192735337,0.28964733488113126,0.3010960097838762,0.3171428571428573,0.3256780079191586,0.3390621377161125,0.35341267298380075,0.3689132087620308,0.3628571428571429,0.40399448002548866,0.4233022325200082,0.4432138702655948,0.46327236733712596,0.5000000000000001,0.5020813709693641,0.5203944092068227,0.5379791321562024,0.5548543834207038,0.5710385863584193,0.7285714285714285,0.01,0.08,5.2.2.P,5.2
